"STREET","CITY","REGION","ZIP","CC2"
"Rua Principal","São Pedro do Paraná","PR","87957-990","BR"
"Rua Padre Roma","Florianópolis","SC","88010-090","BR"
"Servidão Farias","Florianópolis","SC","88020-530","BR"
"Rua Embaixador Edmundo da Luz Pinto","Florianópolis","SC","88025-050","BR"
"Servidão Franzoni","Florianópolis","SC","88025-310","BR"
"Rodovia Virgílio Várzea","Florianópolis","SC","88032-000","BR"
"Rua Vergílio Fantini","Florianópolis","SC","88032-030","BR"
"Servidão das Bromélias","Florianópolis","SC","88032-160","BR"
"Rua Professor Milton Roque Ramos Krieger","Florianópolis","SC","88036-080","BR"
"Rua Procópio Manoel Pires","Florianópolis","SC","88036-090","BR"
"Rua Juvêncio Costa","Florianópolis","SC","88036-270","BR"
"Rua Deputado Antônio Edu Vieira","Florianópolis","SC","88040-001","BR"
"Rodovia Governador Aderbal Ramos da Silva","Florianópolis","SC","88045-505","BR"
"Rua das Caraúnas","Florianópolis","SC","88053-411","BR"
"Rua Madre Maria Vilac","Florianópolis","SC","88054-001","BR"
"Servidão do Skate","Florianópolis","SC","88054-385","BR"
"Servidão Antonio Batista Pereira","Florianópolis","SC","88056-694","BR"
"Rua dos Curiós","Florianópolis","SC","88058-706","BR"
"Servidão Luiza Fernandes Costa","Florianópolis","SC","88060-150","BR"
"Servidão Redusino da Silveira","Florianópolis","SC","88060-308","BR"
"Travessa Olavo Hermógenes Coelho","Florianópolis","SC","88061-065","BR"
"Quadra QR 32","Planaltina","GO","73754-032","BR"
"Quadra QR 41","Planaltina","GO","73754-041","BR"
"Quadra 12","Planaltina","GO","73755-012","BR"
"Quadra 48","Planaltina","GO","73756-048","BR"
"Via 9","Formosa","GO","73802-451","BR"
"Rua 10","Formosa","GO","73808-765","BR"
"Alameda Boa Ventura","Formosa","GO","73813-880","BR"
"Rua Rua 47","Formosa","GO","73815-200","BR"
"Rua 57","Goiânia","GO","74045-060","BR"
"Avenida Goiás","Goiânia","GO","74050-100","BR"
"Rua 305","Goiânia","GO","74063-420","BR"
"Rua 131","Goiânia","GO","74093-200","BR"
"Rua T 39 C","Goiânia","GO","74210-090","BR"
"Avenida C2","Goiânia","GO","74265-020","BR"
"Avenida T 9","Goiânia","GO","74310-320","BR"
"Rua Florença","Goiânia","GO","74330-045","BR"
"Rua Colônia","Goiânia","GO","74330-400","BR"
"Rua F46","Goiânia","GO","74350-390","BR"
"Rua Presidente Somoza","Goiânia","GO","74350-835","BR"
"Rua 27-B","Goiânia","GO","74354-020","BR"
"Rua Brasil","Goiânia","GO","74354-300","BR"
"Rua RC 16 A","Goiânia","GO","74356-667","BR"
"Quadra QS 515 Conjunto F Comércio","Brasília","DF","72315-536","BR"
"Quadra QR 206 Conjunto 1","Brasília","DF","72316-001","BR"
"Quadra QN 406","Brasília","DF","72318-560","BR"
"Quadra QR 401 Conjunto 4","Brasília","DF","72319-004","BR"
"Quadra QR 401 Conjunto 10","Brasília","DF","72319-010","BR"
"Quadra QS 405 Conjunto A Comércio","Brasília","DF","72319-571","BR"
"Quadra QR 410 Conjunto 10","Brasília","DF","72320-011","BR"
"Quadra QS 617 Conjunto P Comércio","Brasília","DF","72333-516","BR"
"Quadra QR 827 Conjunto 1","Brasília","DF","72339-116","BR"
"Quadra 201","Brasília","DF","72341-000","BR"
"Área Especial Lado Leste","Brasília","DF","72405-135","BR"
"Quadra 4 Conjunto E","Brasília","DF","72415-205","BR"
"Quadra 10 Conjunto C","Brasília","DF","72415-503","BR"
"Quadra QR 100 Conjunto C-1","Brasília","DF","72500-406","BR"
"Quadra QR 302 Conjunto A","Brasília","DF","72502-501","BR"
"Quadra QR 206 Área Especial 1","Brasília","DF","72506-413","BR"
"Quadra QR 207 Conjunto C","Brasília","DF","72507-403","BR"
"Quadra CL 408 Bloco F","Brasília","DF","72508-246","BR"
"Quadra QC 1 Conjunto T","Brasília","DF","72535-200","BR"
"Quadra QR 214 Conjunto J","Brasília","DF","72544-410","BR"
"Rua Recanto","Campo Grande","MS","79102-171","BR"
"Praça Santa Luzia","Campo Grande","MS","79102-461","BR"
"Rua 108","Campo Grande","MS","79104-210","BR"
"Rua Dolcinópolis","Campo Grande","MS","79106-020","BR"
"Rua Benjamin Chadid","Campo Grande","MS","79106-280","BR"
"Rua Ministro José Linhares","Campo Grande","MS","79112-190","BR"
"Rua Presidente Rodrigues Alves","Campo Grande","MS","79112-350","BR"
"Rua Colorado","Campo Grande","MS","79112-480","BR"
"Rua Guanandi","Campo Grande","MS","79115-120","BR"
"Rua Santa Bernadete","Campo Grande","MS","79116-600","BR"
"Avenida Tamandaré","Campo Grande","MS","79117-010","BR"
"Rua Afonso de Souza","Campo Grande","MS","79117-391","BR"
"Rua Ovídeo Serra","Campo Grande","MS","79118-151","BR"
"Avenida Rio Branco","Corumbá","MS","79304-902","BR"
"Rua Barão de Melgaço","Corumbá","MS","79310-143","BR"
"","","","","BR"
"Avenida Antônio Trajano dos Santos","Três Lagoas","MS","79601-900","BR"
"Rua Manoel Pedro de Campos","Três Lagoas","MS","79620-172","BR"
"","","","","BR"
"Rua Angelina da Rosa Dias","Três Lagoas","MS","79622-024","BR"
"Rua José Carlos Queiroz","Três Lagoas","MS","79630-211","BR"
"Rua Comandante Átila Rodrigues Falcão","Três Lagoas","MS","79630-732","BR"
"Servidão Reduzino Vergilino Teixeira","Florianópolis","SC","88061-378","BR"
"Avenida Prefeito Acácio Garibaldi S. Thiago","Florianópolis","SC","88062-600","BR"
"Travessa Dario Manoel da Silva","Florianópolis","SC","88065-285","BR"
"Rua Imburana","Florianópolis","SC","88066-123","BR"
"Rua Jornalista Ildefonso Juvenal","Florianópolis","SC","88070-230","BR"
"Rua Souza Dutra","Florianópolis","SC","88070-493","BR"
"Rua Irmã Bonavita","Florianópolis","SC","88095-200","BR"
"Rua Waldir João Sell","São José","SC","88104-735","BR"
"Rua Antônio Willemann","São José","SC","88106-143","BR"
"Rua Manoel Rosa de Freitas","São José","SC","88106-805","BR"
"Rua Anna Maria do Nascimento","São José","SC","88107-501","BR"
"Travessa Júlia Dias","São José","SC","88108-180","BR"
"Rua Gaspar","São José","SC","88110-225","BR"
"Rua Figueira","São José","SC","88119-123","BR"
"Rua dos Escritores","São José","SC","88119-308","BR"
"Servidão Thomaz Fernandes de Souza","São José","SC","88122-244","BR"
"Servidão Arnoldo Vieira","Palhoça","SC","88130-422","BR"
"Rua Ingo Hoffmann","Palhoça","SC","88138-643","BR"
"Rua Verônica da Silva Martins","Palhoça","SC","88138-807","BR"
"Rua Natalio João Silveira","Palhoça","SC","88139-290","BR"
"Rua Vereador Benjamin Corrêa","Biguaçu","SC","88160-372","BR"
"Rua Lima Barreto","Goiânia","GO","74360-350","BR"
"Rua Madri 19","Goiânia","GO","74369-110","BR"
"Rua Maria Carolina de Jesus","Goiânia","GO","74371-106","BR"
"Rua MDV 9","Goiânia","GO","74371-420","BR"
"Rua do Ouro","Goiânia","GO","74375-670","BR"
"","","","","BR"
"Rua EF2","Goiânia","GO","74392-040","BR"
"Rua FP20","Goiânia","GO","74393-200","BR"
"Rua RV 13","Goiânia","GO","74393-404","BR"
"Rua das Margaridas","Goiânia","GO","74395-740","BR"
"Rua 11","Goiânia","GO","74403-140","BR"
"Rua Inhumas","Goiânia","GO","74420-160","BR"
"Rua Vinte e Um de Março","Goiânia","GO","74425-122","BR"
"Rua dos Alpes","Goiânia","GO","74433-240","BR"
"Rua Almeida Lara","Goiânia","GO","74450-380","BR"
"Rua Itororó","Goiânia","GO","74455-015","BR"
"Rua Abcília Francisca Caetano","Goiânia","GO","74461-220","BR"
"Rua São Paulo","Goiânia","GO","74463-410","BR"
"Rua 8-B","Goiânia","GO","74463-520","BR"
"Rua SV 31","Goiânia","GO","74470-549","BR"
"Rua RB 5 A","Goiânia","GO","74474-316","BR"
"Rua RB 11 A","Goiânia","GO","74474-325","BR"
"Rua BF29B","Goiânia","GO","74477-132","BR"
"Chácara Chácara 23","Brasília","DF","72579-230","BR"
"Quadra 103 Conjunto 9","Brasília","DF","72600-314","BR"
"Quadra 110 Área Especial 3","Brasília","DF","72602-222","BR"
"Quadra 205 Conjunto 1","Brasília","DF","72610-501","BR"
"Avenida Recanto Quadra 205","Brasília","DF","72610-535","BR"
"Quadra 305 Conjunto 1-A","Brasília","DF","72621-202","BR"
"Quadra 509 Conjunto 9","Brasília","DF","72660-136","BR"
"Quadra 511 Conjunto 13","Brasília","DF","72660-339","BR"
"Condomínio Residencial Buritis Quadra A","Brasília","DF","72669-301","BR"
"Quadra 1 Rua E","Brasília","DF","72715-015","BR"
"Quadra 36","Brasília","DF","72736-000","BR"
"Rua Doutor Dias Maciel","Luziânia","GO","72812-150","BR"
"Rua 2 de Julho","Luziânia","GO","72812-565","BR"
"Rua 22","Luziânia","GO","72816-220","BR"
"Quadra 323","Luziânia","GO","72821-480","BR"
"Quadra 329","Luziânia","GO","72821-510","BR"
"Quadra 23","Luziânia","GO","72823-568","BR"
"Avenida 01","Luziânia","GO","72830-210","BR"
"Quadra 6","Luziânia","GO","72833-506","BR"
"Quadra 110","Luziânia","GO","72833-610","BR"
"Quadra 115","Luziânia","GO","72833-615","BR"
"Rua Etelvino Custódio de Queiroz","Três Lagoas","MS","79645-655","BR"
"Rua Vasco Venâncio Soares","Dourados","MS","79814-111","BR"
"Rua General Osório","Dourados","MS","79814-400","BR"
"Rua Joaquim Luiz Azambuja","Dourados","MS","79822-490","BR"
"Rua Ataíde de Souza Leitão","Dourados","MS","79822-560","BR"
"Rua Thealmo João Ioris","Dourados","MS","79823-503","BR"
"Rua Cássio Vanderlei Tetilia","Dourados","MS","79823-700","BR"
"Rua Antônio Spoladore","Dourados","MS","79823-732","BR"
"Rua Milton Rocha","Dourados","MS","79826-190","BR"
"Rua Antonio Luiz Viegas","Dourados","MS","79831-222","BR"
"Rua Ponta Porã","Dourados","MS","79833-355","BR"
"Rua Astolfo do Amaral","Ponta Porã","MS","79900-630","BR"
"Rua Domingos Cássia","Ponta Porã","MS","79901-066","BR"
"Avenida da Flora","Ponta Porã","MS","79901-128","BR"
"Rua Ismal","Ponta Porã","MS","79902-078","BR"
"Rua Iturama","Ponta Porã","MS","79902-168","BR"
"Rua Nicarágua","Ponta Porã","MS","79903-432","BR"
"Rua Acadêmico Rodrigo Garcia Teixeira","Ponta Porã","MS","79904-536","BR"
"Rua Bahia","Ponta Porã","MS","79906-540","BR"
"","","","","BR"
"Rua Professor Duílio Aníbal Calderari","Curitiba","PR","80040-250","BR"
"Rua Antônio João de Souza","Biguaçu","SC","88161-542","BR"
"Rua das Orquídeas","Biguaçu","SC","88161-860","BR"
"Rua Domingos da Silva","Biguaçu","SC","88162-144","BR"
"Rua Mascarenhas Passos","Itajaí","SC","88301-570","BR"
"Rua Gustavo Manoel dos Santos","Itajaí","SC","88302-095","BR"
"Rua Carlos Gonçalves Dutra","Itajaí","SC","88302-370","BR"
"Travessa Nazário Tomé Linhares","Itajaí","SC","88304-108","BR"
"Rua José Pinto do Amaral","Itajaí","SC","88304-240","BR"
"Rua das Buganvilias","Itajaí","SC","88308-195","BR"
"Rua Doutor Nelly Piccoli","Itajaí","SC","88308-635","BR"
"Rua Biguaçu","Itajaí","SC","88309-470","BR"
"Rua Leonídia Silvia Wippel","Itajaí","SC","88309-652","BR"
"Rua Maria Marques Rampelotti","Itajaí","SC","88317-518","BR"
"Rua José Lana","Itajaí","SC","88318-994","BR"
"Rua 1451","Balneário Camboriú","SC","88330-801","BR"
"Rua Manoel Athanázio Corrêa","Balneário Camboriú","SC","88332-150","BR"
"Rua Leonesa Pereira Motta","Balneário Camboriú","SC","88336-115","BR"
"Rua Dom Manoel","Balneário Camboriú","SC","88337-045","BR"
"Rua Jequitiba","Camboriú","SC","88348-360","BR"
"Rua Calopsita","Brusque","SC","88350-745","BR"
"Rua Mathilde Schaefer","Brusque","SC","88351-110","BR"
"Rua SR - 019","Brusque","SC","88352-166","BR"
"Rua BF34","Goiânia","GO","74477-158","BR"
"Rua CP53","Goiânia","GO","74477-239","BR"
"Via de Acesso 9","Goiânia","GO","74477-718","BR"
"Rua VMA 9","Goiânia","GO","74480-010","BR"
"Via de Acesso 6","Goiânia","GO","74482-510","BR"
"Rua Campos Sales","Goiânia","GO","74483-150","BR"
"Praça Paris","Goiânia","GO","74483-450","BR"
"Avenida Gabriel Henrique de Araújo","Goiânia","GO","74484-010","BR"
"Rua Lisieux","Goiânia","GO","74485-570","BR"
"Rua José L. de A. Neto","Goiânia","GO","74485-695","BR"
"Rua Ceres","Goiânia","GO","74485-700","BR"
"Avenida Santa Maria","Goiânia","GO","74486-470","BR"
"Rua ELO11","Goiânia","GO","74490-275","BR"
"Rua VA 21","Goiânia","GO","74490-430","BR"
"Rua Lotus","Goiânia","GO","74491-513","BR"
"Rua JC318","Goiânia","GO","74491-709","BR"
"Rua VC 5","Goiânia","GO","74493-230","BR"
"Rua Cristóvão Colombo","Goiânia","GO","74553-490","BR"
"Rua Vitória","Goiânia","GO","74565-210","BR"
"Rua F2","Goiânia","GO","74583-510","BR"
"Rua JGO9","Goiânia","GO","74583-760","BR"
"Quadra 161","Luziânia","GO","72833-661","BR"
"Rua 16","Luziânia","GO","72851-355","BR"
"Rua Marginal","Luziânia","GO","72851-610","BR"
"Rua 28","Luziânia","GO","72851-640","BR"
"Quadra 133","Luziânia","GO","72853-133","BR"
"Quadra 390","Luziânia","GO","72853-390","BR"
"Quadra 550","Luziânia","GO","72856-550","BR"
"Quadra 652","Luziânia","GO","72856-652","BR"
"Quadra 726","Luziânia","GO","72856-726","BR"
"Conjunto 02 HI Rua 6","Novo Gama","GO","72860-006","BR"
"Conjunto 06 HI Rua 4","Novo Gama","GO","72860-054","BR"
"Quadra 619","Novo Gama","GO","72860-582","BR"
"Quadra 26","Novo Gama","GO","72861-103","BR"
"Quadra 19","Novo Gama","GO","72862-619","BR"
"Quadra 148","Novo Gama","GO","72865-148","BR"
"Quadra 10","Novo Gama","GO","72865-310","BR"
"Rua M","Valparaíso de Goiás","GO","72870-040","BR"
"Rua 14","Valparaíso de Goiás","GO","72870-630","BR"
"Rua 101","Valparaíso de Goiás","GO","72871-101","BR"
"Quadra 12","Valparaíso de Goiás","GO","72871-655","BR"
"Rua 72","Valparaíso de Goiás","GO","72872-368","BR"
"Travessa Ângelo Piazzetta","Curitiba","PR","80050-460","BR"
"Rua Doutor Reynaldo Machado","Curitiba","PR","80215-010","BR"
"Rua Santa Madalena de Piazzi","Curitiba","PR","80240-550","BR"
"Rua Deputado Joaquim Linhares de Lacerda","Curitiba","PR","80240-560","BR"
"Rua Carlos Dietzsch","Curitiba","PR","80330-000","BR"
"Rua Flávio Ribeiro","Curitiba","PR","80330-260","BR"
"Avenida Vicente Machado","Curitiba","PR","80440-020","BR"
"Rua Capitão Joseph Pereira Quevedo","Curitiba","PR","80710-120","BR"
"Alameda Doutor Carlos de Carvalho","Curitiba","PR","80730-200","BR"
"Avenida Brasília","Curitiba","PR","81020-981","BR"
"Travessa Ney Azevedo","Curitiba","PR","81050-220","BR"
"Rua Doutor Lauro Wolff Valente","Curitiba","PR","81070-010","BR"
"Rua João Sguario","Curitiba","PR","81170-000","BR"
"Rua São Leopoldo Mandic","Curitiba","PR","81170-060","BR"
"Rua Elízio Honorato dos Santos","Curitiba","PR","81170-390","BR"
"Rua Professor Pedro Viriato Parigot de Souza","Curitiba","PR","81200-452","BR"
"Rua João Bagé","Curitiba","PR","81210-520","BR"
"Rua Maximinio Baggio","Curitiba","PR","81270-360","BR"
"Rua Orlando Maria Martins","Curitiba","PR","81350-340","BR"
"Avenida Juscelino Kubitschek de Oliveira","Curitiba","PR","81460-000","BR"
"Rua Vital Vernize","Curitiba","PR","81460-377","BR"
"Rua Olibio Barbi","Brusque","SC","88352-177","BR"
"Rua Gentil Coelho","Brusque","SC","88352-454","BR"
"Rua Sebastião Venâncio Foster","Brusque","SC","88352-520","BR"
"Conjunto Cohab","Brusque","SC","88353-605","BR"
"Rua Atílio Battistoti","Brusque","SC","88354-120","BR"
"Rua SF - 003","Brusque","SC","88355-181","BR"
"Rua BA - 037","Brusque","SC","88355-560","BR"
"Rua DJ - 045","Brusque","SC","88359-234","BR"
"Servidão Joaquim Juveniano Emilio","Navegantes","SC","88370-027","BR"
"Beco Elpídio Lobo","Navegantes","SC","88370-264","BR"
"Rua Alfredo Ponciano","Navegantes","SC","88371-415","BR"
"Rua Délcio Amorim","Navegantes","SC","88372-692","BR"
"Rua Encontrista Artur Alfredo Galvez","Navegantes","SC","88372-818","BR"
"Rodovia SC-302","Ituporanga","SC","88405-970","BR"
"Rua João Batista Tezza","Lages","SC","88504-230","BR"
"Rua Jairo Luiz Ramos","Lages","SC","88508-604","BR"
"Rua General Osório","Lages","SC","88509-540","BR"
"Rua Bernardo Guimarães","Lages","SC","88511-087","BR"
"Avenida Dom Pedro II","Lages","SC","88512-000","BR"
"Rua Adilson Bacin","Lages","SC","88513-665","BR"
"Rua da Horta","Lages","SC","88516-240","BR"
"Rua José Saturnino do Pilar","Lages","SC","88516-305","BR"
"Rua FL12","Goiânia","GO","74595-264","BR"
"Rua 251-A","Goiânia","GO","74610-171","BR"
"Travessa 2","Goiânia","GO","74633-375","BR"
"Rua 230","Goiânia","GO","74655-195","BR"
"Rua dos Diamantes","Goiânia","GO","74663-260","BR"
"Rua das Margaridas","Goiânia","GO","74663-515","BR"
"Avenida Boulevard das Esmeraldas","Goiânia","GO","74665-110","BR"
"Rua Guarani","Goiânia","GO","74675-360","BR"
"Rua dos Jerivás","Goiânia","GO","74680-015","BR"
"Rua Visconde de Mauá","Goiânia","GO","74691-285","BR"
"Rodovia GO-080","Goiânia","GO","74691-550","BR"
"Rua dos Peixes","Goiânia","GO","74740-230","BR"
"Rua 9","Goiânia","GO","74740-590","BR"
"Avenida Ademar de Barros","Goiânia","GO","74770-010","BR"
"Rodovia GO-010","Goiânia","GO","74783-201","BR"
"Rua 15","Goiânia","GO","74805-580","BR"
"Rua 49","Goiânia","GO","74810-095","BR"
"Alameda Itajubá","Goiânia","GO","74815-130","BR"
"Via Marginal Botafogo","Goiânia","GO","74820-025","BR"
"Alameda Alfredo Lopes de Morais","Goiânia","GO","74825-010","BR"
"Rua G2","Goiânia","GO","74845-330","BR"
"Rodovia BR-153","Goiânia","GO","74845-900","BR"
"Setor Comercial Bloco D","Valparaíso de Goiás","GO","72876-108","BR"
"Quadra SQ 19 Quadra 20","Cidade Ocidental","GO","72880-730","BR"
"Rua 51 A","Aparecida de Goiânia","GO","74966-020","BR"
"Avenida Dona Maria Marques de Abreu","Aparecida de Goiânia","GO","74967-480","BR"
"Rua Monsueto Viana","Aparecida de Goiânia","GO","74982-220","BR"
"Avenida Sílvio de Castro Ribeiro","Aparecida de Goiânia","GO","74983-620","BR"
"Rua dos Xerentes","Aparecida de Goiânia","GO","74983-719","BR"
"Rua Conde dos Arcos","Aparecida de Goiânia","GO","74988-175","BR"
"Rua Elviro Cabral","Aparecida de Goiânia","GO","74988-808","BR"
"Rua Wanderley Schmaltz","Aparecida de Goiânia","GO","74990-430","BR"
"Rua Osvaldo Cruz","Anápolis","GO","75044-040","BR"
"Rua Pindaíba","Anápolis","GO","75054-773","BR"
"Avenida 9","Anápolis","GO","75063-320","BR"
"Rua 24","Anápolis","GO","75074-230","BR"
"Rua 9","Anápolis","GO","75075-360","BR"
"Rua Dona Carime","Anápolis","GO","75084-140","BR"
"Rua 24","Anápolis","GO","75085-697","BR"
"Avenida Pinheiros","Anápolis","GO","75090-130","BR"
"Rua JP 44","Anápolis","GO","75090-575","BR"
"Rua Geny Cury","Anápolis","GO","75091-295","BR"
"Rua Pedro Antônio Oliveira","Anápolis","GO","75095-390","BR"
"Travessa Simplício Ferreira Ribas","Curitiba","PR","81470-140","BR"
"Rua São Maximiliano Maria Kolbe","Curitiba","PR","81470-294","BR"
"Rua João Fernando Ramon Alegre Alarcon","Curitiba","PR","81480-151","BR"
"Rua Moyses Martins","Curitiba","PR","81510-580","BR"
"Rua Luiz Carlos Krüger Pereira","Curitiba","PR","81530-280","BR"
"Rua Alice Vilas Boas da Conceição","Curitiba","PR","81590-440","BR"
"Rua Dimas Miranda de Barros","Curitiba","PR","81590-619","BR"
"Rua José Peixoto de Lacerda Wernek","Curitiba","PR","81650-260","BR"
"Rua Arnaldo Gabardo","Curitiba","PR","81710-330","BR"
"Praça Rudolfo Miguel Hansel","Curitiba","PR","81770-772","BR"
"Rua Barão de Santo Ângelo","Curitiba","PR","81810-140","BR"
"Rua Aparecido Rodrigues","Curitiba","PR","81850-680","BR"
"Rua Orlando Molinari","Curitiba","PR","81860-264","BR"
"Rua Prudentópolis","Curitiba","PR","81880-030","BR"
"Rua Valdemiro Cislinsky","Curitiba","PR","81925-265","BR"
"Rua Cézar Constante Schiavon","Curitiba","PR","81925-568","BR"
"Rua Professora Regina Ambrósio Pimentel","Curitiba","PR","82020-405","BR"
"Rua Domingos Strapasson","Curitiba","PR","82320-040","BR"
"Rua Júlio Barbosa","Curitiba","PR","82400-381","BR"
"Rua Pedro Ivo Campos","Curitiba","PR","82400-398","BR"
"Rua Hildebrando Dulcio","Curitiba","PR","82510-390","BR"
"Rua Vitório Macanhan","Curitiba","PR","82530-310","BR"
"Rua Campos Salles","Lages","SC","88520-405","BR"
"Rua Delfim Moreira","Lages","SC","88523-230","BR"
"","Rio Rufino","SC","88658-000","BR"
"Rua Anita Garibaldi","Tubarão","SC","88701-270","BR"
"Rua Manoel Antunes Teixeira","Tubarão","SC","88704-587","BR"
"Rua Doze de Outubro","Tubarão","SC","88706-248","BR"
"","","","","BR"
"Rua Riachuelo","Criciúma","SC","88802-430","BR"
