STREET,CITY,REGION,ZIP,COUNTRY,LONGITUDE,LATITUDE
Rua Olibio Barbi,Brusque,SC,88352-177,BR,-48.90089,-27.07972
Conjunto Cohab,Brusque,SC,88353-605,BR,-50.32649,-27.82428
Rua Atílio Battistoti,Brusque,SC,88354-120,BR,-48.91907,-27.10765
Rua BA - 037,Brusque,SC,88355-560,BR,-50.32915,-27.82134
Rua João Batista Tezza,Lages,SC,88504-230,BR,-50.34196,-27.81908
Rua Adilson Bacin,Lages,SC,88513-665,BR,-50.34242,-27.85799
Rodovia GO-080,Goiânia,GO,74691-550,BR,-49.21743,-16.4922
Rua 9,Goiânia,GO,74740-590,BR,-49.25921,-16.67475
Rua Monsueto Viana,Aparecida de Goiânia,GO,74982-220,BR,-49.24433,-16.8006
Rua Pindaíba,Anápolis,GO,75054-773,BR,-49.00068,-16.25925
Rua 24,Anápolis,GO,75074-230,BR,-48.95295,-16.32866
Rua 24,Anápolis,GO,75085-697,BR,-48.95295,-16.32866
Rua Geny Cury,Anápolis,GO,75091-295,BR,-48.8973,-16.31614
Travessa Simplício Ferreira Ribas,Curitiba,PR,81470-140,BR,-49.33675,-25.56665
Rua São Maximiliano Maria Kolbe,Curitiba,PR,81470-294,BR,-49.34035,-25.57437
Rua Professora Regina Ambrósio Pimentel,Curitiba,PR,82020-405,BR,-49.31902,-25.40824
Rua Pedro Ivo Campos,Curitiba,PR,82400-398,BR,-49.35507,-25.39072
Rua Vitório Macanhan,Curitiba,PR,82530-310,BR,-49.23572,-25.43049
Rodovia BR-116,Fazenda Rio Grande,PR,83833-028,BR,-49.31821,-25.69203
Rua Canela,Ponta Grossa,PR,84020-680,BR,-50.1249,-25.08131
Rua Doutor Serafim Enoss Bertaso - E,Chapecó,SC,89806-145,BR,-52.59883,-27.09267
Rua Sete de Setembro - D,Chapecó,SC,89806-152,BR,-52.62311,-27.09675
Rua General Vitorino,Porto Alegre,RS,90020-170,BR,-51.22475,-30.0304
Rua João Melo,Parintins,AM,69151-020,BR,-56.73612,-2.62725
Rua Sucupira,Parintins,AM,69152-355,BR,-56.75168,-2.64762
Rua David Cruz,Boa Vista,RR,69303-482,BR,-60.67408,2.80978
Rua Saturno,Boa Vista,RR,69316-028,BR,-60.73285,2.78371
Rua Maria Martins Vieira,Boa Vista,RR,69316-498,BR,-60.76298,2.81399
Avenida Sebastião Correia Lira,Boa Vista,RR,69317-472,BR,-60.75156,2.84684
Quadra ARSO 62 Alameda 1,Palmas,TO,77016-400,BR,-48.3477,-10.20015
Quadra ARSE 131 Rua 11,Palmas,TO,77024-700,BR,-48.32879,-10.26672
Rua Erlinda Neiva Ayres,Palmas,TO,77064-750,BR,-48.3312,-10.21242
Rua Nicolau Kluppel Neto,Ponta Grossa,PR,84061-000,BR,-50.20065,-25.097
Rua Brasil,Porto Velho,RO,76811-606,BR,-63.86112,-8.79368
Rua Piraíba,Porto Velho,RO,76812-050,BR,-64.5477,-9.30274
Rua Plácido de Castro,Porto Velho,RO,76829-386,BR,-63.83939,-8.77148
Rua Hermes da Fonseca,Manaus,AM,69040-050,BR,-60.06384,-3.10166
Rua Vasco Vasque,Manaus,AM,69054-737,BR,-59.99962,-3.07064
Avenida Nossa Senhora da Aparecida,Jataí,GO,75807-250,BR,-51.69644,-17.87342
Rua Itaú,São José dos Pinhais,PR,83060-310,BR,-49.14063,-25.48209
Rua Maria Antônia Chinda,São José dos Pinhais,PR,83070-070,BR,-49.13926,-25.5332
Rua José Cândido da Silva Muricy,São José dos Pinhais,PR,83070-145,BR,-49.12931,-25.52421
Rua João Alves Figueiredo,São José dos Pinhais,PR,83085-120,BR,-49.15386,-25.55302
Rua Odilon Mader,Paranaguá,PR,83221-035,BR,-48.52966,-25.52111
Avenida Ponta Grossa,Guaratuba,PR,83280-970,BR,-48.57245,-25.8805
Rua Sebastião Leonel,Piraquara,PR,83310-470,BR,-49.13351,-25.45578
Rua do Colibri,Colombo,PR,83401-180,BR,-49.23376,-25.31948
Rua Frederico Debatin,Blumenau,SC,89058-011,BR,-49.05905,-26.85612
Rua Roberto Kock,Rio do Sul,SC,89165-537,BR,-49.65504,-27.22697
Rua Carlos Lecor,Manaus,AM,69055-430,BR,-60.01011,-3.08065
Avenida Lauro Sodré,Porto Velho,RO,76803-488,BR,-63.90259,-8.74248
Travessa Silas Shockness,Porto Velho,RO,76805-728,BR,-63.91767,-8.78582
Rua Ivan Marrocos,Porto Velho,RO,76808-204,BR,-63.87807,-8.80647
Rua Tereza Pereira Demétrio,Criciúma,SC,88810-430,BR,-49.38651,-28.66767
Via de Acesso Benedito Justino,Aparecida de Goiânia,GO,74919-353,BR,-49.25152,-16.82261
Rua Salime Bufáiçal Brandão,Aparecida de Goiânia,GO,74919-371,BR,-49.24718,-16.77568
Rua 4,Anápolis,GO,75095-630,BR,-48.95295,-16.32866
Rua Maria Constante,Anápolis,GO,75101-430,BR,-48.90681,-16.34447
Avenida Madre Maria dos Anjos,Anápolis,GO,75110-430,BR,-48.93673,-16.33842
Rua G,Itumbiara,GO,75533-460,BR,-49.23731,-18.41779
Rua 15 de Outubro,Catalão,GO,75711-610,BR,-47.9423,-18.17382
Rua José Carvalho Bastos,Jataí,GO,75800-047,BR,-51.71297,-17.88337
Travessa João Leodoro Alves,Araranguá,SC,88900-384,BR,-49.48647,-28.93581
Rua Ibicaré,Blumenau,SC,89041-660,BR,-49.11707,-26.90883
Beco Beira Rio,Manaus,AM,69008-355,BR,-59.88936,-3.08558
Rua Dez,Campo Largo,PR,83603-360,BR,-49.55807,-25.4646
Rua Juvenal Reinert,Joinville,SC,89235-873,BR,-48.79764,-26.36102
Rua Cirilo Zanghelini,Jaraguá do Sul,SC,89265-742,BR,-49.16835,-26.45529
Rua Michael Witt,São Bento do Sul,SC,89280-565,BR,-49.36597,-26.24738
Rua Ademar Hussmann,São Bento do Sul,SC,89286-706,BR,-49.44306,-26.24167
Rua Jordanésia,Manaus,AM,69084-042,BR,-59.9496,-3.08032
Rua Cruzeiro do Oeste,Manaus,AM,69087-705,BR,-59.93533,-3.05629
Beco Quaresmeira,Manaus,AM,69095-332,BR,-59.97612,-3.02335
Rua Washington,Ariquemes,RO,76876-104,BR,-63.01566,-9.93948
Rua Nova Esperança,Ji-Paraná,RO,76901-418,BR,-61.98461,-10.86687
Rua Nilza Ferreira Genário,Praia Grande,SP,11704-250,BR,-46.48089,-24.02414
Rua Luzia Ruth da Silva,Poá,SP,08565-310,BR,-46.342,-23.54022
Avenida Uberaba,Itaquaquecetuba,SP,08573-070,BR,-46.35555,-23.49471
Rua Magna Grécia,São Paulo,SP,04962-130,BR,-46.78183,-23.73627
Viela Dois,São Paulo,SP,05180-020,BR,-46.74752,-23.44383
Rua Antônio Cardoso Nogueira,São Paulo,SP,05184-000,BR,-46.75619,-23.45675
Alameda Rio Claro,São Paulo,SP,01332-906,BR,-46.65332,-23.56196
Rua Prefeito Milton Improta,São Paulo,SP,02119-020,BR,-46.5937,-23.51446
Rua H,São Paulo,SP,02360-281,BR,-46.72785,-23.43295
Rua Luiz Janucci,São Paulo,SP,02375-170,BR,-46.62238,-23.44666
Rua Idioma Esperanto,São Paulo,SP,08010-350,BR,-46.43847,-23.49115
Rua Vitória do Espírito Santo,São Paulo,SP,08141-004,BR,-46.47143,-23.49371
Rua Tupassi,São Paulo,SP,08143-015,BR,-46.39926,-23.51759
Rua Mateos Demarchi,São Bernardo do Campo,SP,09820-270,BR,-46.55561,-23.73985
Rua Jeronymo Moratti,São Bernardo do Campo,SP,09840-450,BR,-46.57178,-23.73729
Passagem São Gaspar,Diadema,SP,09960-503,BR,-46.62964,-23.68793
Rua Professor Torres Homem,Santos,SP,11025-020,BR,-46.31516,-23.96442
Rua Soldado Teonilo de Souza,São Paulo,SP,03977-170,BR,-46.49727,-23.61918
Rua do Malvarisco,São Paulo,SP,03987-100,BR,-46.51161,-23.60487
Rua Ibaté,São Paulo,SP,04052-040,BR,-46.63871,-23.61003
Travessa Cachoeira das Flores,São Paulo,SP,05574-410,BR,-46.80153,-23.58573
Rua Adilson Brito,São Paulo,SP,05831-010,BR,-46.74868,-23.67506
Rua Antônio Alzelino Guerra,São Paulo,SP,05883-260,BR,-46.77825,-23.67416
Rua Benedito Américo de Oliveira,Osasco,SP,06028-080,BR,-46.7663,-23.54847
Avenida Benedito Alves Turíbio,Osasco,SP,06160-002,BR,-46.81976,-23.54837
Alameda Turqueza,Carapicuíba,SP,06351-430,BR,-46.87093,-23.57042
Rua Iperó,Carapicuíba,SP,06386-060,BR,-46.84313,-23.53579
Rua José Cascardi,Cubatão,SP,11535-080,BR,-46.43068,-23.93268
Rua Monsenhor Ascânio Brandão,Caraguatatuba,SP,11661-210,BR,-45.39513,-23.62432
Travessa Alberto Bertalmio,Mogi das Cruzes,SP,08745-130,BR,-46.23362,-23.54081
Rua Pará,Santo André,SP,09111-720,BR,-46.48411,-23.67507
Rua Armando Sales de Oliveira,Santo André,SP,09130-210,BR,-46.5046,-23.69235
Praça Pedro Maximiano,Santo André,SP,09220-160,BR,-46.52051,-23.62866
Rua Maria Messias dos Santos,Mauá,SP,09320-771,BR,-46.43747,-23.65769
Rua Santiago,Mauá,SP,09350-570,BR,-46.44617,-23.68601
Rua Arcelindo Benetti,Mauá,SP,09361-174,BR,-46.45561,-23.69927
Rua Criciúma,Embu das Artes,SP,06807-040,BR,-46.82385,-23.63133
Avenida das Nações,Itapecerica da Serra,SP,06859-090,BR,-46.83755,-23.71788
Rua Marabá,Itapecerica da Serra,SP,06867-520,BR,-46.80815,-23.762
Viela Lages,Guarulhos,SP,07042-160,BR,-46.51026,-23.44333
Rua Doutor Wenceslau Brás,Guarulhos,SP,07197-190,BR,-46.51546,-23.45621
Rua Istilita Antonio Morais,Arujá,SP,07400-790,BR,-46.3343,-23.38824
Rua Cinco,Franco da Rocha,SP,07832-290,BR,-46.64939,-23.29551
Rua Lamartine Babo,Cotia,SP,06720-150,BR,-46.92456,-23.60422
Rua África,Taboão da Serra,SP,06756-430,BR,-46.77707,-23.60469
Rua Cônego Antônio Pinto,São Paulo,SP,04468-000,BR,-46.66722,-23.69428
Rua Tabapuã,São Paulo,SP,04533-013,BR,-46.67999,-23.58427
Avenida Brigadeiro Faria Lima,São Paulo,SP,04538-132,BR,-46.69442,-23.56282
Rua Califórnia,São Paulo,SP,04566-060,BR,-46.68088,-23.60819
Praça Camafeu,São Paulo,SP,04696-020,BR,-46.70183,-23.67698
Rua Pai Gomes Charinho,São Paulo,SP,04832-160,BR,-46.71636,-23.73617
Rua Ana Reimberg Hemmel,São Paulo,SP,04844-390,BR,-46.70207,-23.75395
Rua José Vítor,Assis,SP,19804-725,BR,-50.44546,-22.66812
Rua Professora Maria Helena Gonso de Lima,Assis,SP,19813-367,BR,-50.4001,-22.65523
Travessa Vista Alegre,Rio de Janeiro,RJ,20251-420,BR,-43.1924,-22.9179
Avenida do Alípio,Rio de Janeiro,RJ,20941-210,BR,-43.19327,-22.80674
Travessa Benedita,Rio de Janeiro,RJ,20943-180,BR,-43.55535,-22.89036
Rua Conde de Azambuja,Rio de Janeiro,RJ,21050-581,BR,-43.25983,-22.88065
Rua Atílio Correia Lima,Rio de Janeiro,RJ,21051-450,BR,-43.26553,-22.87385
Rua Heron Domingues,Rio de Janeiro,RJ,21230-420,BR,-43.32171,-22.82541
Rua Júpiter,Rio de Janeiro,RJ,21241-140,BR,-43.31568,-22.81739
Rua Goiás,Rio de Janeiro,RJ,21380-010,BR,-43.31924,-22.88879
Travessa Nossa Senhora Aparecida,Rio de Janeiro,RJ,21381-490,BR,-43.36631,-22.82257
Rua Córrego do Ouro,Rio de Janeiro,RJ,21655-290,BR,-43.3838,-22.81382
Rua João Martins,Rio de Janeiro,RJ,21665-080,BR,-43.38689,-22.83443
Rua São Dimas,Rio de Janeiro,RJ,21740-520,BR,-43.41044,-22.88165
Rua Bepe Vanni,Tatuí,SP,18271-170,BR,-47.84424,-23.34365
Rua Claudecir Rodrigues de Azevedo,Capão Bonito,SP,18306-530,BR,-48.34969,-24.0384
Rua Maria Joana Félix Diniz,Botucatu,SP,18601-010,BR,-48.43101,-22.89003
Travessa Padre Rosano Stofella,São Paulo,SP,02467-103,BR,-46.62091,-23.47666
Travessa Pedro Romero,São Paulo,SP,02468-075,BR,-46.64753,-23.48785
Rua Luiz Macário de Castro,São Paulo,SP,02672-010,BR,-46.66581,-23.46452
Rua André Martins,São Paulo,SP,02759-040,BR,-46.67945,-23.48307
Travessa José Rovira,São Paulo,SP,02916-010,BR,-46.71718,-23.49032
Rua Lázaro Gonçalves Fraga,São Paulo,SP,03385-060,BR,-46.52562,-23.58317
Rua Waldemar Gardenghi,São Paulo,SP,03408-029,BR,-46.55387,-23.5479
Rua Cecília,São Paulo,SP,03651-040,BR,-46.52199,-23.53032
Rua João Barbosa,Campinas,SP,13049-038,BR,-47.08248,-22.94377
Rua dos Manacás,Campinas,SP,13050-078,BR,-47.09091,-22.94659
Rua Sebastião Ananias Nogueira,Campinas,SP,13051-101,BR,-47.08966,-22.94869
Rua Maria José Simões Aguiar,Campinas,SP,13052-510,BR,-47.09742,-22.98451
Rua Maria Cristina de Lima Tavares Correia,Campinas,SP,13053-243,BR,-47.10192,-23.03083
Rua Oito,Campinas,SP,13057-179,BR,-47.10221,-22.93492
Rua Papa Santo Estevão,Campinas,SP,13068-233,BR,-47.15448,-22.86041
Rua São Judas Tadeu,Campinas,SP,13068-265,BR,-47.15572,-22.86654
Rua Doutor Sebastião Otranto,Campinas,SP,13075-620,BR,-47.06475,-22.87862
Rua Antônio Rodrigues dos Reis,Praia Grande,SP,11722-100,BR,-46.44898,-24.00273
Rua Itapoã,Taubaté,SP,12040-630,BR,-45.59793,-23.03046
Rua José Vicente de Barros,Taubaté,SP,12061-000,BR,-45.55708,-22.99669
Rua das Azaléas,Taubaté,SP,12090-240,BR,-45.55416,-23.03856
Rua Paranapanema,São José dos Campos,SP,12231-510,BR,-45.87814,-23.2223
Rua Bolívia,Caçapava,SP,12286-020,BR,-45.71981,-23.10925
Rua Luciana de Souza Magalhães,Jacareí,SP,12334-441,BR,-45.97267,-23.30282
Rua Benedito Garboci,Jacareí,SP,12335-506,BR,-45.95704,-23.2601
Praça Doutor Francisco Romeiro,Pindamonhangaba,SP,12400-210,BR,-45.46315,-22.92426
Rua Benedita Gabriela Barbosa Ignez,Franca,SP,14406-156,BR,-47.45533,-20.54454
Rua José Estevam de Amorim,Pindamonhangaba,SP,12423-780,BR,-45.46212,-22.92948
Rua Deputado Roberto Cardoso Alves,Guaratinguetá,SP,12510-510,BR,-45.24866,-22.77772
Viela Carlos Corsi Guazelli,Cruzeiro,SP,12702-065,BR,-44.96298,-22.58876
Rua da Agricultura,Santa Bárbara D'Oeste,SP,13454-005,BR,-47.39496,-22.75548
Rua Taubaté,Santa Bárbara D'Oeste,SP,13454-052,BR,-47.38573,-22.74444
Rua Jaciel Leandro de Souza,Limeira,SP,13481-712,BR,-47.42653,-22.59521
Rodovia Limeira-Piracicaba,Limeira,SP,13482-383,BR,-47.40833,-22.56797
Avenida Doutor Hipólito Pinto Ribeiro,Limeira,SP,13486-321,BR,-47.37215,-22.5566
Rua Noruega,Limeira,SP,13487-477,BR,-47.37494,-22.5943
Rua 4 RF,Rio Claro,SP,13506-273,BR,-47.52413,-22.36704
Rua Ediméia Pereira Bernardo,Paulínia,SP,13145-787,BR,-47.17705,-22.72558
Rua Sete,Sumaré,SP,13176-306,BR,-47.16684,-22.81586
Rua Lazara Brasilio de Camargo,Sumaré,SP,13181-125,BR,-45.08374,-23.43806
Rua José Demarchi,Jundiaí,SP,13218-380,BR,-46.86616,-23.18403
Rua Santa Teresa D'Ávila,Jundiaí,SP,13219-281,BR,-46.84943,-23.19083
Rua João de Barro,Várzea Paulista,SP,13221-591,BR,-46.83604,-23.19111
Rua Celso Pupo,Itatiba,SP,13251-280,BR,-46.83876,-23.00683
Rua Magdalena Benedetti Giaretta,Itatiba,SP,13256-753,BR,-46.86204,-23.01256
Rua Y 4,Itu,SP,13308-262,BR,-47.35580551419246,-23.396999083915215
Rua Três,Itu,SP,13310-403,BR,-47.33211,-23.31798
Rua Thomaz Antônio Gonzaga,Salto,SP,13320-550,BR,-47.3056,-23.20067
Rua Hiroshi Arita,Indaiatuba,SP,13348-837,BR,-47.22295,-23.08765
Alameda das Gérberas,Piracicaba,SP,13401-848,BR,-47.69067,-22.7941
Rua Geraldo Rocha,Piracicaba,SP,13408-131,BR,-47.70314,-22.67212
Rua Elizabeth Steagall Pirtouscheg,Santa Bárbara D'Oeste,SP,13451-019,BR,-47.42668,-22.75175
Rua Luiz Milani,Franca,SP,14407-522,BR,-47.42011,-20.48971
Rua Antônio Herrero,Franca,SP,14409-091,BR,-47.37981,-20.54995
Alameda Júlio Calil,Barretos,SP,14784-094,BR,-48.54329,-20.57856
Avenida Coronel José Xavier de Mendonça,Araraquara,SP,14800-556,BR,-48.186,-21.81235
Avenida Doutor Mário Arantes de Almeida,Araraquara,SP,14802-030,BR,-48.18607,-21.7783
Avenida Manoel Tavares de Campos,Araraquara,SP,14805-423,BR,-48.18965,-21.76067
Rua João Muniz,São Carlos,SP,13568-780,BR,-47.85447,-22.00169
Praça Presidente Costa e Silva,Mogi Guaçu,SP,13843-040,BR,-46.93836,-22.38575
Rua João de Oliveira Machado,Mogi Guaçu,SP,13846-047,BR,-46.9482,-22.33524
Rua Antônio de Paula,Mogi Guaçu,SP,13847-017,BR,-46.9452,-22.35834
Rua Marcilio Leme,Mogi Guaçu,SP,13848-871,BR,-46.91318,-22.33559
Rua Paulo Marcio Barcelos Amaral,São João da Boa Vista,SP,13872-467,BR,-46.8178,-21.97357
Rua Rosário Ferrari,Amparo,SP,13905-467,BR,-46.80129,-22.71891
Rua Abel Conceição,Ribeirão Preto,SP,14031-276,BR,-47.83419,-21.20447
Rua Lucas Antonio Pereira,Ribeirão Preto,SP,14031-842,BR,-47.81388,-21.11226
Praça Magnólias,Ribeirão Preto,SP,14040-299,BR,-47.81626,-21.25232
Rua da Câmara,Franca,SP,14401-306,BR,-47.34695,-20.5451
Rua Amazonas,Franca,SP,14401-408,BR,-47.37552,-20.52718
Rua Evaristo dos Santos,Araçatuba,SP,16022-731,BR,-50.45755,-21.23561
Rua Tupinambás,Araçatuba,SP,16025-180,BR,-50.44874,-21.21633
Rua Fermino Marques de Brito,Araçatuba,SP,16058-500,BR,-50.45967,-21.15457
Rua José Garcia de Carvalho,Lins,SP,16400-460,BR,-49.76138,-21.68024
Rodovia Marechal Rondon,Bauru,SP,17025-162,BR,-49.06289,-22.30246
Avenida Cinco,Bauru,SP,17031-707,BR,-49.03406,-22.35624
Alameda Tacha,Bauru,SP,17036-043,BR,-48.96219,-22.33234
Rua Dois,Bauru,SP,17056-265,BR,-49.05703,-22.3589
Rua Pedro Gasparotto,Jaú,SP,17215-079,BR,-48.5467,-22.26151
Rua Salvador Salgueiro,Marília,SP,17510-480,BR,-49.94581,-22.19115
Avenida Washington Luiz,Marília,SP,17511-190,BR,-49.95955,-22.18259
Avenida Guiomar Novaes,Marília,SP,17512-100,BR,-49.96183,-22.15779
Rua Luiz Gonzaga Junqueira de Andrade Filho,Tupã,SP,17605-110,BR,-50.52026,-21.93908
Rua Acre,Sorocaba,SP,18040-080,BR,-47.47358,-23.50158
Rua Mário Soave,Sorocaba,SP,18051-045,BR,-47.50759,-23.50946
Rua Olímpio Mentone,Sorocaba,SP,18066-015,BR,-47.49476,-23.48688
Avenida Arthur Lopes de Castro,Araraquara,SP,14807-127,BR,-48.16203,-21.81133
Rua Antônio Carlos Mariotti,São José do Rio Preto,SP,15040-285,BR,-49.41172,-20.79897
Rua Walter Carlos Araújo,São José do Rio Preto,SP,15041-516,BR,-49.42476,-20.78936
Rua Astúrias,São José do Rio Preto,SP,15087-281,BR,-49.40605,-20.84619
Rua dos Canários,Votuporanga,SP,15503-114,BR,-49.96151,-20.39958
Avenida Industrial,Jales,SP,15703-362,BR,-50.54213,-20.2906
Rua das Violetas,Jales,SP,15706-050,BR,-50.55997,-20.27418
Rua Carlos Tomazine,Sorocaba,SP,18087-178,BR,-47.4035,-23.458
Rua Maria José Nunes,Votorantim,SP,18117-260,BR,-47.45842,-23.56663
Viela Alfredo Soares da Silva,Presidente Prudente,SP,19097-608,BR,-51.42119,-22.12673
Rua dos Canários,Aracruz,ES,29190-806,BR,-40.27842,-19.7965
Rua América do Sul,Aracruz,ES,29192-703,BR,-40.25889,-19.82525
Rua Ângelo Rizzoli,Colatina,ES,29705-217,BR,-40.66662,-19.49296
Avenida das Acácias,Betim,MG,32675-578,BR,-44.16174,-19.94239
Rua da União,Santa Luzia,MG,33025-567,BR,-43.84012,-19.80824
Rua Antônio Marçal dos Ramos,Santa Luzia,MG,33040-160,BR,-43.87331,-19.78233
Rua Três Corações,Ribeirão das Neves,MG,33826-055,BR,-44.08701,-19.76599
Rua Geraldo José Alves,Ribeirão das Neves,MG,33880-745,BR,-44.08435,-19.78621
Rua Vinte,Ribeirão das Neves,MG,33934-140,BR,-44.07932,-19.79783
Rua Jesus Faria,Ribeirão das Neves,MG,33944-160,BR,-44.03008,-19.81133
Rua São Lourenço,Sabará,MG,34580-400,BR,-43.85381,-19.88278
Rua Pitangueiras,Governador Valadares,MG,35044-769,BR,-41.94141,-18.8802
Travessa Arlindo Gonçalves,Governador Valadares,MG,35050-380,BR,-41.96902,-18.88073
Rua Copacabana,Coronel Fabriciano,MG,35170-098,BR,-42.63092,-19.51347
Avenida Cachoeira do Vale,Timóteo,MG,35184-301,BR,-42.63945,-19.54441
Rua Oswaldo Cruz,Divinópolis,MG,35500-045,BR,-44.8908,-20.14077
Avenida João Pedro II,Angra dos Reis,RJ,23912-440,BR,-44.2646,-22.99835
Rua Dalva Moreira da Silva,Angra dos Reis,RJ,23916-120,BR,-44.2177,-23.01015
Rodovia BR-101,São Gonçalo,RJ,24461-660,BR,-42.95781,-22.77759
Avenida Doutor Albino Imparato,São Gonçalo,RJ,24716-454,BR,-43.00659,-22.79519
Loteamento Boa Vista do Laranjal,São Gonçalo,RJ,24720-520,BR,-44.59637,-23.04117
Rua Dona Antônia Couto,São Gonçalo,RJ,24726-123,BR,-42.95906,-22.78831
Rua Setenta e Oito,Itaboraí,RJ,24866-000,BR,-42.92629,-22.73477
Rua Maciel Monteiro,Rio de Janeiro,RJ,21921-550,BR,-43.17921,-22.81044
Rua Manuel Rodrigues,Rio de Janeiro,RJ,21940-110,BR,-43.19865,-22.81493
Rua Professora Eloiza Helena Agostini de Oliveira,Avaré,SP,18705-872,BR,-48.94158,-23.0895
Rua Maria Aparecida Cuissi Cesco,Presidente Prudente,SP,19026-765,BR,-51.41322,-22.08859
Rua Eduardo Ramos,Presidente Prudente,SP,19033-480,BR,-51.38286,-22.10191
Rua Dom Viçoso,Rio de Janeiro,RJ,23026-490,BR,-43.63329,-22.98783
Rua Fernando Lyra,Rio de Janeiro,RJ,23036-049,BR,-43.58111,-22.93933
Rua Rouxinol,Rio de Janeiro,RJ,23064-220,BR,-43.66868,-22.94036
Praça Quatro,Rio de Janeiro,RJ,23066-465,BR,-43.6031,-22.89635
Rua Projetada F,Rio de Janeiro,RJ,23520-098,BR,-43.3291,-22.87434
Rua Mateus,Rio de Janeiro,RJ,23570-086,BR,-43.69197,-22.90957
Rua Urandi,Rio de Janeiro,RJ,22291-020,BR,-43.16885,-22.9524
Rua Pau Brasil,Rio de Janeiro,RJ,22641-506,BR,-43.74108,-22.90506
Rua Vivalde Brandão Couto,Rio de Janeiro,RJ,22753-730,BR,-43.17501,-22.91216
Rua Quarenta e Quatro,Maricá,RJ,24917-515,BR,-42.81926,-22.93442
Rua Mário Augusto Garcia,Maricá,RJ,24933-115,BR,-42.81208,-22.92113
Rua Walter Favilla da Silva,Maricá,RJ,24936-460,BR,-42.98378,-22.96219
Rua Antônio de Castilho,Maricá,RJ,24943-600,BR,-42.82351,-22.90951
Rua Doutor Antônio José Gomes dos Santos,Petrópolis,RJ,25725-500,BR,-43.19891,-22.4483
Rua Diamantino Alves Cabo,Petrópolis,RJ,25730-018,BR,-43.18204,-22.50384
Rua Minas Gerais,Petrópolis,RJ,25730-230,BR,-43.12773,-22.42524
Rua Castro Alves,Belford Roxo,RJ,26176-200,BR,-43.34796,-22.71862
Rua Lafaiete de Freitas,Belford Roxo,RJ,26178-010,BR,-43.36662,-22.72306
Rua Manuel de Oliveira,Belford Roxo,RJ,26193-050,BR,-43.3476,-22.73884
Rua Presidente Dutra,Magé,RJ,25907-056,BR,-43.04066,-22.66667
Rua Idalina Maria Barenco,Magé,RJ,25925-265,BR,-43.12918,-22.68925
Rua Ceará,Magé,RJ,25931-322,BR,-43.16579,-22.61406
Estrada Sucavão,Guapimirim,RJ,25949-395,BR,-42.94955,-22.49651
Estrada Vale do Agrião,Teresópolis,RJ,25990-330,BR,-42.9481,-22.39429
,Teresópolis,RJ,25998-000,BR,-42.96668,-22.41239
Rua Frederico de Castro Pereira,Nova Iguaçu,RJ,26015-060,BR,-43.43189,-22.7516
Rua João Ferreira Pinto,Nova Iguaçu,RJ,26030-520,BR,-43.46428,-22.73318
Rua Lópes Trovão,Duque de Caxias,RJ,25040-150,BR,-43.31329,-22.74254
Rua A,Duque de Caxias,RJ,25213-150,BR,-43.27237,-22.65052
Rua Nossa Senhora da Conceição,Duque de Caxias,RJ,25233-070,BR,-43.30568,-22.70811
Rua São Valério,Duque de Caxias,RJ,25250-312,BR,-43.22705,-22.65412
Rua Vinte e Cinco,Duque de Caxias,RJ,25265-351,BR,-43.32748,-22.74724
Rua Sargento Jorge Monsores,São João de Meriti,RJ,25525-653,BR,-43.3864,-22.80152
Rua Arnaud Guedes de Amorim,São João de Meriti,RJ,25550-570,BR,-43.38101,-22.77527
Rua Salomão Ferreira do Nascimento,São João de Meriti,RJ,25555-321,BR,-43.37719,-22.78343
Servidão Pellegrino Ragazzi,Petrópolis,RJ,25665-452,BR,-43.22179,-22.49903
Servidão Lourival Eugenio Cunha,Petrópolis,RJ,25710-098,BR,-43.18204,-22.50384
Rua Marques de Souza,Nova Friburgo,RJ,28611-270,BR,-42.54343,-22.29431
Rua André Fillipe Ribeiro da Silva,Rio das Ostras,RJ,28895-110,BR,-41.94202,-22.52753
Rua Flor-de-íris,Rio das Ostras,RJ,28899-296,BR,-41.90857,-22.47927
Praça Américo Poli Monjardim,Vitória,ES,29017-047,BR,-40.32842,-20.32018
Avenida Leitão da Silva,Vitória,ES,29056-184,BR,-40.30362,-20.30182
Rua Paul Cezani,Vila Velha,ES,29125-067,BR,-40.32755,-20.43205
Rua Tico-tico,Cariacica,ES,29141-184,BR,-40.37246,-20.34472
Rua Graças,Nova Iguaçu,RJ,26281-360,BR,-43.4719,-22.74201
Rua José Raunheitti,Nova Iguaçu,RJ,26285-080,BR,-43.4415,-22.67816
Rua Um,Nova Iguaçu,RJ,26290-440,BR,-43.48051,-22.70607
Rua Ana Luíza,Nova Iguaçu,RJ,26291-467,BR,-43.54912,-22.78333
Rua Jandir Luís da Rocha,Barra Mansa,RJ,27335-380,BR,-44.11503,-22.54277
Vila Isolino Almeida,Macaé,RJ,27910-530,BR,-41.78199,-22.3767
Vila Velha,Macaé,RJ,27960-385,BR,-41.71542,-22.31102
Rua Oswaldo Marcos Sobral Soriano,Campos dos Goytacazes,RJ,28016-090,BR,-41.29766,-21.76368
Rua Abrolhos,Guarapari,ES,29221-210,BR,-40.45749,-20.6189
Rua Professor Pio Pedrinha,Linhares,ES,29900-108,BR,-40.06212,-19.40472
Praça Doutor Péricles Ferreira Ramos,São Mateus,ES,29933-620,BR,-39.84972,-18.71595
Praça Sete Lagoas,Belo Horizonte,MG,30620-790,BR,-44.00514,-19.98706
